tweet_id,text,intent,escalate
10000,@AppleSupport is anyone else's iPhone 15 battery health tanking after ios 18.0? mine dropped to 80%,battery_performance,False
10010,"@AppleSupport my iPad Pro battery is dying so fast after the update, its unusable now this is the third time im contacting you about this, absolutely done",battery_performance,True
10020,"@AppleSupport battery percentage jumps around randomly on my iPhone 14, one sec its 40 next its 12",battery_performance,False
10030,"@AppleSupport my iPhone 15 battery is dying so fast after the update, its unusable now",battery_performance,False
10040,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 14, help this is the third time im contacting you about this, absolutely done",battery_performance,True
10050,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone SE, help",battery_performance,False
10060,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 15, help",battery_performance,False
10070,@AppleSupport is anyone else's iPhone 14 battery health tanking after ios 17.2? mine dropped to 76%,battery_performance,False
10080,"@AppleSupport iPhone 13 won't hold a charge anymore, had it last month only",battery_performance,False
10090,"@AppleSupport battery percentage jumps around randomly on my iPhone SE, one sec its 40 next its 12",battery_performance,False
10100,"@AppleSupport is anyone else's iPhone SE battery health tanking after ios 17.5.1? mine dropped to 82% i'm going to leave apple over this, genuinely furious",battery_performance,True
10110,"@AppleSupport my iPhone SE battery is dying so fast after the update, its unusable now",battery_performance,False
10120,"@AppleSupport iPhone 14 won't hold a charge anymore, had it 2 years ago only",battery_performance,False
10130,@AppleSupport is anyone else's Apple Watch battery health tanking after ios 17.5.1? mine dropped to 81% my lawyer will be in touch if this isn't resolved today,battery_performance,True
10140,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 13, help",battery_performance,False
10150,@AppleSupport is anyone else's MacBook Air battery health tanking after ios 17.4? mine dropped to 82%,battery_performance,False
10160,"@AppleSupport Apple Watch won't hold a charge anymore, had it 2 years ago only",battery_performance,False
10170,"@AppleSupport my MacBook Air battery is dying so fast after the update, its unusable now",battery_performance,False
10180,"@AppleSupport battery percentage jumps around randomly on my iPhone 13, one sec its 40 next its 12 i want to speak to an actual human being, not a bot",battery_performance,True
10190,"@AppleSupport iPhone 14 won't hold a charge anymore, had it 2 years ago only",battery_performance,False
10200,@AppleSupport is anyone else's iPad Air battery health tanking after ios 18.0? mine dropped to 82%,battery_performance,False
10210,"@AppleSupport battery percentage jumps around randomly on my iPhone 13, one sec its 40 next its 12",battery_performance,False
10220,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my MacBook Air, help",battery_performance,False
10230,"@AppleSupport MacBook Air won't hold a charge anymore, had it 3 weeks ago only",battery_performance,False
10240,@AppleSupport is anyone else's MacBook Air battery health tanking after ios 17.2? mine dropped to 67%,battery_performance,False
10250,"@AppleSupport battery percentage jumps around randomly on my iPhone 13, one sec its 40 next its 12",battery_performance,False
10260,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone SE, help",battery_performance,False
10270,"@AppleSupport my iPhone 15 battery is dying so fast after the update, its unusable now",battery_performance,False
10280,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone SE, help this is the third time im contacting you about this, absolutely done",battery_performance,True
10290,"@AppleSupport iPad Pro won't hold a charge anymore, had it 3 weeks ago only",battery_performance,False
10300,@AppleSupport is anyone else's iPad Air battery health tanking after ios 18.1? mine dropped to 73%,battery_performance,False
10310,"@AppleSupport battery percentage jumps around randomly on my Apple Watch, one sec its 40 next its 12",battery_performance,False
10320,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 13, help",battery_performance,False
10330,@AppleSupport is anyone else's iPhone SE battery health tanking after ios 17.2? mine dropped to 77%,battery_performance,False
10340,"@AppleSupport battery percentage jumps around randomly on my iPhone SE, one sec its 40 next its 12",battery_performance,False
10350,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPad Air, help",battery_performance,False
10360,@AppleSupport is anyone else's iPad Pro battery health tanking after ios 18.0? mine dropped to 64%,battery_performance,False
10370,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my Apple Watch, help",battery_performance,False
10380,@AppleSupport is anyone else's iPhone 15 battery health tanking after ios 17.5.1? mine dropped to 64%,battery_performance,False
10390,"@AppleSupport iPhone 15 won't hold a charge anymore, had it 2 years ago only",battery_performance,False
10400,"@AppleSupport my MacBook Air battery is dying so fast after the update, its unusable now",battery_performance,False
10410,"@AppleSupport battery percentage jumps around randomly on my iPad Air, one sec its 40 next its 12",battery_performance,False
10420,@AppleSupport is anyone else's iPhone 13 battery health tanking after ios 17.4? mine dropped to 68%,battery_performance,False
10430,"@AppleSupport battery percentage jumps around randomly on my iPhone SE, one sec its 40 next its 12",battery_performance,False
10440,"@AppleSupport my iPad Air battery is dying so fast after the update, its unusable now my lawyer will be in touch if this isn't resolved today",battery_performance,True
10450,"@AppleSupport my iPhone SE battery is dying so fast after the update, its unusable now",battery_performance,False
10460,"@AppleSupport my iPad Pro battery is dying so fast after the update, its unusable now",battery_performance,False
10470,"@AppleSupport battery percentage jumps around randomly on my iPad Pro, one sec its 40 next its 12",battery_performance,False
10480,"@AppleSupport my iPhone 13 battery is dying so fast after the update, its unusable now",battery_performance,False
10490,"@AppleSupport iPhone SE won't hold a charge anymore, had it last month only",battery_performance,False
10500,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my Apple Watch, help i want to speak to an actual human being, not a bot",battery_performance,True
10510,"@AppleSupport my Apple Watch battery is dying so fast after the update, its unusable now",battery_performance,False
10520,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPad Air, help",battery_performance,False
10530,"@AppleSupport my iPad Air battery is dying so fast after the update, its unusable now",battery_performance,False
10540,"@AppleSupport battery percentage jumps around randomly on my iPad Pro, one sec its 40 next its 12",battery_performance,False
10550,"@AppleSupport battery percentage jumps around randomly on my iPhone 13, one sec its 40 next its 12",battery_performance,False
10560,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my Apple Watch, help",battery_performance,False
10570,"@AppleSupport battery percentage jumps around randomly on my Apple Watch, one sec its 40 next its 12",battery_performance,False
10580,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 14, help",battery_performance,False
10590,"@AppleSupport battery percentage jumps around randomly on my iPhone 13, one sec its 40 next its 12",battery_performance,False
10600,"@AppleSupport my iPhone 14 battery is dying so fast after the update, its unusable now",battery_performance,False
10610,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPad Pro, help",battery_performance,False
10620,"@AppleSupport battery percentage jumps around randomly on my iPad Pro, one sec its 40 next its 12",battery_performance,False
10630,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 13, help",battery_performance,False
10640,"@AppleSupport iPad Air won't hold a charge anymore, had it 2 years ago only",battery_performance,False
10650,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPad Air, help",battery_performance,False
10660,@AppleSupport is anyone else's Apple Watch battery health tanking after ios 17.4? mine dropped to 66% reported this to consumer protection already,battery_performance,True
10670,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPad Air, help",battery_performance,False
10680,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 13, help",battery_performance,False
10690,"@AppleSupport MacBook Air won't hold a charge anymore, had it 6 months ago only",battery_performance,False
10700,"@AppleSupport my iPad Air battery is dying so fast after the update, its unusable now",battery_performance,False
10710,@AppleSupport is anyone else's iPhone 13 battery health tanking after ios 17.5.1? mine dropped to 63%,battery_performance,False
10720,"@AppleSupport MacBook Air won't hold a charge anymore, had it 3 weeks ago only",battery_performance,False
10730,"@AppleSupport battery percentage jumps around randomly on my iPad Pro, one sec its 40 next its 12",battery_performance,False
10740,@AppleSupport is anyone else's iPhone SE battery health tanking after ios 17.2? mine dropped to 77%,battery_performance,False
10750,@AppleSupport is anyone else's iPad Air battery health tanking after ios 18.0? mine dropped to 80%,battery_performance,False
10760,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 14, help",battery_performance,False
10770,"@AppleSupport iPhone 15 won't hold a charge anymore, had it a year ago only reported this to consumer protection already",battery_performance,True
10780,@AppleSupport is anyone else's iPad Air battery health tanking after ios 18.1? mine dropped to 66%,battery_performance,False
10790,@AppleSupport is anyone else's MacBook Air battery health tanking after ios 17.2? mine dropped to 75% reported this to consumer protection already,battery_performance,True
10800,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone 14, help",battery_performance,False
10810,"@AppleSupport my iPhone 15 battery is dying so fast after the update, its unusable now i'm going to leave apple over this, genuinely furious",battery_performance,True
10820,"@AppleSupport iPad Pro won't hold a charge anymore, had it a year ago only",battery_performance,False
10830,"@AppleSupport iPhone 14 won't hold a charge anymore, had it 6 months ago only",battery_performance,False
10840,"@AppleSupport my iPad Air battery is dying so fast after the update, its unusable now",battery_performance,False
10850,"@AppleSupport is anyone else's iPad Pro battery health tanking after ios 18.0? mine dropped to 68% i want to speak to an actual human being, not a bot",battery_performance,True
10860,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone SE, help i'm going to leave apple over this, genuinely furious",battery_performance,True
10870,"@AppleSupport @AppleSupport battery drains from 100 to 20 in like 2 hours on my iPhone SE, help",battery_performance,False
10880,"@AppleSupport my MacBook Air battery is dying so fast after the update, its unusable now i want to speak to an actual human being, not a bot",battery_performance,True
10890,"@AppleSupport iPad Pro won't hold a charge anymore, had it a year ago only",battery_performance,False
10900,@AppleSupport after updating iPhone 14 to 18.1 apps keep crashing constantly,software_update_issue,False
10910,"@AppleSupport ios 18.0 update bricked my iPhone 15, stuck on apple logo",software_update_issue,False
10920,"@AppleSupport ios 18.0 update bricked my iPhone 15, stuck on apple logo",software_update_issue,False
10930,"@AppleSupport cant update to ios 17.2, keeps saying 'unable to verify update' @AppleSupport",software_update_issue,False
10940,"@AppleSupport ios 17.5.1 update bricked my iPhone 14, stuck on apple logo",software_update_issue,False
10950,"@AppleSupport cant update to ios 17.5.1, keeps saying 'unable to verify update' @AppleSupport i'm going to leave apple over this, genuinely furious",software_update_issue,True
10960,"@AppleSupport update has been 'preparing' for 3 hours now on my iPad Pro, is this normal",software_update_issue,False
10970,"@AppleSupport update has been 'preparing' for 3 hours now on my iPhone 13, is this normal",software_update_issue,False
10980,"@AppleSupport ios 17.5.1 update bricked my MacBook Air, stuck on apple logo",software_update_issue,False
10990,@AppleSupport after updating iPhone 13 to 18.1 apps keep crashing constantly,software_update_issue,False
11000,"@AppleSupport update has been 'preparing' for 3 hours now on my Apple Watch, is this normal",software_update_issue,False
11010,@AppleSupport after updating iPhone 15 to 18.1 apps keep crashing constantly,software_update_issue,False
11020,"@AppleSupport update has been 'preparing' for 3 hours now on my iPhone 15, is this normal",software_update_issue,False
11030,"@AppleSupport update has been 'preparing' for 3 hours now on my iPhone 14, is this normal",software_update_issue,False
11040,"@AppleSupport update has been 'preparing' for 3 hours now on my iPhone 15, is this normal",software_update_issue,False
11050,"@AppleSupport ios 17.5.1 update bricked my iPad Air, stuck on apple logo",software_update_issue,False
11060,"@AppleSupport cant update to ios 17.4, keeps saying 'unable to verify update' @AppleSupport",software_update_issue,False
11070,"@AppleSupport ios 17.5.1 update bricked my Apple Watch, stuck on apple logo",software_update_issue,False
11080,"@AppleSupport ios 17.2 update bricked my iPhone 14, stuck on apple logo",software_update_issue,False
11090,"@AppleSupport cant update to ios 17.2, keeps saying 'unable to verify update' @AppleSupport",software_update_issue,False
11100,"@AppleSupport cant update to ios 18.1, keeps saying 'unable to verify update' @AppleSupport",software_update_issue,False
11110,@AppleSupport after updating MacBook Air to 17.4 apps keep crashing constantly my lawyer will be in touch if this isn't resolved today,software_update_issue,True
11120,"@AppleSupport update has been 'preparing' for 3 hours now on my MacBook Air, is this normal",software_update_issue,False
11130,"@AppleSupport ios 17.2 update bricked my Apple Watch, stuck on apple logo",software_update_issue,False
11140,"@AppleSupport update has been 'preparing' for 3 hours now on my iPad Air, is this normal",software_update_issue,False
11150,@AppleSupport after updating Apple Watch to 18.0 apps keep crashing constantly,software_update_issue,False
11160,"@AppleSupport update has been 'preparing' for 3 hours now on my iPhone 15, is this normal",software_update_issue,False
11170,"@AppleSupport cant update to ios 17.2, keeps saying 'unable to verify update' @AppleSupport",software_update_issue,False
11180,@AppleSupport lost all my photos after the 18.1 update??? this is insane,software_update_issue,False
